,generation algorithm,turn_num,L_num,L_size,L_size_std,R_num,R_size,R_size_std,boader_l,neighbor_sum,correct_path_len,turn_pos_num,dead_end_num,T_num,cross_num,straight_len_std,straight_num,gorl_depth,depth_std,depth_max,depth_mean
197,Division,8,4,8,0,1,112,0,61,2,41,25,23,19,1,92,66,40,13.06664609,60,39.04347826
198,Division,9,9,112,21.20330745,1,4,0,133,16,45,22,21,19,0,99,61,44,11.13756488,48,32.95238095
199,Division,23,10,36,3.555277767,4,56,11.04536102,147,13,69,32,22,14,3,89,69,68,22.16187628,82,43.18181818
200,GrowingTree,15,3,102,31.4960315,1,2,0,113,2,57,37,9,7,0,108,52,56,36.20244859,104,67.77777778
201,GrowingTree,25,4,78,22.06241147,1,6,0,97,3,77,36,11,9,0,105,55,76,27.0010713,92,47.81818182
202,GrowingTree,19,3,90,19.79898987,2,10,1,137,1,61,44,9,7,0,101,59,60,27.36493205,92,54.22222222
203,GrowingTree,35,1,2,0,7,50,7.989789402,104,3,109,42,10,8,0,98,58,108,27.39050931,108,71.6
204,GrowingTree,9,0,0,0,4,120,34.75629439,116,3,41,35,9,7,0,110,50,40,20.12798555,76,36.44444444
205,GrowingTree,23,3,16,2.494438258,4,76,17.29161647,129,2,69,40,11,9,0,101,59,68,21.84997683,88,48.18181818
206,GrowingTree,12,2,30,11,4,90,28.71846096,143,3,41,36,12,10,0,103,57,40,24.64413385,100,44
207,GrowingTree,10,5,94,18.0930926,1,10,0,143,3,57,35,12,10,0,104,56,56,20.93574827,68,42.16666667
208,GrowingTree,18,2,38,15,4,66,14.92481156,140,3,57,40,9,7,0,105,55,56,18.8037296,68,48.44444444
209,GrowingTree,8,2,110,21,2,6,1,125,1,45,36,8,6,0,108,48,44,22.99456458,80,53.5
210,GrowingTree,20,2,6,1,3,94,20.15495528,139,2,61,36,13,11,0,100,58,60,29.06267457,98,41.23076923
211,GrowingTree,13,1,8,0,3,100,41.48359783,81,2,53,35,11,9,0,103,53,52,31.7812773,96,50.36363636
212,GrowingTree,12,5,88,24.6056904,1,28,0,137,4,45,30,9,7,0,115,45,44,21.37033828,72,32.44444444
213,GrowingTree,18,1,30,0,2,74,27,104,1,57,33,11,9,0,107,51,56,26.44814043,100,62.36363636
214,GrowingTree,24,4,84,16.2788206,2,8,2,144,3,69,43,10,8,0,100,60,68,29.28822289,104,41
215,GrowingTree,16,5,92,20.17523234,2,4,0,121,4,65,30,12,10,0,109,51,64,29.5009416,96,46.83333333
216,GrowingTree,20,4,96,30.09983389,2,4,0,106,3,61,39,12,10,0,100,60,60,36.79673899,100,48
217,GrowingTree,15,2,22,7,4,90,23.51063589,127,4,49,37,11,9,0,104,56,48,25.48958627,102,45.09090909
218,GrowingTree,19,4,44,6.08276253,2,44,18,129,2,73,30,12,10,0,108,50,72,24.48128537,88,38
219,GrowingTree,16,3,32,10.87300429,3,76,28.76726535,103,2,53,33,10,8,0,110,50,52,28.52998423,106,46.2
220,GrowingTree,23,3,8,0.942809042,5,44,5.741080038,103,4,109,27,9,7,0,118,42,108,32.69311099,110,71.77777778
221,GrowingTree,13,1,2,0,6,114,23.23072678,140,5,45,38,9,7,0,107,53,44,34.34609615,102,48.88888889
222,GrowingTree,15,2,8,2,3,104,23.45681611,97,2,49,31,11,9,0,110,50,48,23.66571604,72,45.45454545
223,GrowingTree,16,4,100,25.07987241,4,8,0,103,4,53,33,11,9,0,108,52,52,18.36633644,78,38.36363636
224,GrowingTree,19,3,70,28.76726535,2,30,13,100,1,61,37,13,11,0,100,60,60,33.64063477,104,64
225,GrowingTree,22,4,44,10.63014581,3,32,4.714045208,111,1,85,34,9,7,0,111,49,84,30.31684534,96,40.66666667
226,GrowingTree,8,3,92,27.19477074,1,32,0,128,3,37,30,12,10,0,108,50,36,14.05544576,62,36.66666667
227,GrowingTree,16,1,2,0,2,106,43,83,1,53,35,12,10,0,103,55,52,42.16633728,110,76
228,GrowingTree,16,1,40,0,4,72,16.91153453,119,2,49,39,12,10,0,100,60,48,24.05722345,76,44.5
229,GrowingTree,14,2,34,5,2,82,1,125,1,45,37,11,9,0,104,56,44,20.29371111,68,47.27272727
230,GrowingTree,19,3,14,1.885618083,4,82,26.43387978,114,3,65,34,14,12,0,96,58,64,19.38229784,64,36.57142857
231,GrowingTree,11,3,88,16.75974012,1,24,0,146,2,49,33,8,6,0,114,46,48,20.9269563,68,41.25
232,GrowingTree,29,1,62,0,3,18,5.656854249,74,0,81,42,9,7,0,102,56,80,27.28903366,80,44.44444444
233,GrowingTree,23,6,72,14.65150732,2,12,4,137,7,77,35,10,8,0,108,52,76,37.55582511,112,43.4
234,GrowingTree,20,3,22,0.942809042,2,62,9,107,2,77,46,6,4,0,105,55,76,23.76739129,84,50.66666667
235,GrowingTree,8,2,12,4,4,104,39.29376541,102,3,45,35,10,8,0,108,52,44,22.0626381,88,39.8
236,GrowingTree,20,2,14,3,3,66,24.0554914,92,2,81,39,9,7,0,106,54,80,31.08411527,112,64.66666667
237,GrowingTree,30,6,46,6.155395104,3,18,2.828427125,135,6,97,35,12,10,0,104,56,96,31.4549943,104,48.5
238,GrowingTree,17,1,2,0,4,110,35.19588044,104,3,49,49,8,6,0,98,62,48,23.74736828,74,36.75
239,GrowingTree,14,3,14,2.494438258,3,94,19.48218559,146,2,53,32,12,10,0,107,53,52,20.83999893,76,35.16666667
240,GrowingTree,13,2,34,15,3,70,21.06075867,114,2,57,29,12,10,0,110,50,56,16.31206098,78,62.5
241,GrowingTree,16,2,12,4,3,92,7.363574011,141,2,57,35,10,8,0,108,52,56,22.56014184,70,42.8
242,GrowingTree,16,4,90,26.58477008,1,18,0,124,4,53,33,14,10,1,103,57,52,16.15549442,64,39
243,GrowingTree,18,2,4,0,4,104,24,110,3,53,36,9,7,0,109,51,52,23.9464423,92,38.88888889
244,GrowingTree,8,2,76,34,3,36,11.43095213,92,1,49,36,9,7,0,109,51,48,41.93940367,116,50.44444444
245,GrowingTree,13,0,0,0,3,116,43.49201715,90,2,45,37,10,8,0,103,53,44,17.34473984,72,35.4
246,GrowingTree,18,4,98,26.50943228,2,6,1,133,3,57,32,9,7,0,113,47,56,34.24241828,116,44.88888889
247,GrowingTree,15,2,24,4,5,84,20.06389793,128,3,53,38,12,10,0,101,59,52,14.19702629,58,42.66666667
248,GrowingTree,12,1,42,0,3,74,9.843215373,137,2,45,33,11,7,1,109,51,44,19.9503516,72,33.27272727
249,GrowingTree,20,2,34,11,1,58,0,86,0,69,39,12,10,0,100,60,68,29.5014124,106,79
250,GrowingTree,12,6,100,24.94438258,2,4,0,121,5,57,29,14,12,0,101,53,56,14.20620732,62,36.42857143
251,GrowingTree,9,3,118,25.10422718,1,2,0,109,3,41,32,11,9,0,100,50,40,18.31225936,74,33.45454545
252,GrowingTree,9,1,4,0,3,116,22.05044721,132,2,41,36,11,9,0,102,54,40,13.47909309,60,35.63636364
253,GrowingTree,18,5,40,5.215361924,1,48,0,126,2,73,35,10,8,0,108,52,72,22.77279078,84,37
254,GrowingTree,33,3,42,15.57776193,1,18,0,72,0,101,35,8,6,0,112,48,100,44.71507017,128,84.25
255,GrowingTree,18,4,88,21.77154106,2,4,0,100,3,69,36,11,9,0,105,55,68,35.12904193,110,53.63636364
256,GrowingTree,11,4,104,32.984845,2,4,0,107,3,53,37,12,10,0,97,57,52,16.33928463,62,37.83333333
257,GrowingTree,32,2,10,3,4,54,8.529361055,102,1,97,35,13,11,0,102,58,96,27.99577314,100,40.92307692
258,GrowingTree,16,3,10,1.885618083,4,90,14.79019946,139,4,61,40,8,6,0,107,53,60,32.31002167,94,45.25
259,GrowingTree,14,2,18,3,3,94,34.49959742,104,3,49,35,10,8,0,108,52,48,34.07110212,116,45.4
260,GrowingTree,14,1,22,0,5,86,15.9298462,144,4,53,34,9,7,0,111,49,52,28.29998037,98,38
261,GrowingTree,7,4,122,34.30378988,1,2,0,112,3,37,36,9,7,0,109,51,36,21.74600857,94,41.33333333
262,GrowingTree,15,4,80,31.17691454,1,32,0,99,4,49,38,13,9,1,99,59,48,27.38461538,100,49.07692308
263,GrowingTree,11,3,8,0.942809042,3,108,18.18424226,150,2,45,33,11,9,0,108,52,44,25.82202276,84,50.36363636
264,GrowingTree,26,2,22,9,3,62,11.81336343,116,2,77,44,8,6,0,103,57,76,30.20658041,90,61.75
265,GrowingTree,8,0,0,0,4,120,39.62322551,89,3,41,38,10,8,0,104,54,40,18,80,48
266,GrowingTree,12,3,80,17.4610678,1,40,0,120,2,41,37,10,8,0,105,53,40,20.95328137,66,40.4
267,GrowingTree,17,2,72,4,1,36,0,127,1,53,40,10,8,0,102,56,52,24.10311183,82,37.2
268,GrowingTree,13,1,4,0,6,100,20.12185103,134,5,57,31,11,9,0,105,49,56,24.51648122,76,48.18181818
269,GrowingTree,18,3,66,22.68626604,2,22,7,84,1,73,33,11,9,0,107,51,72,19.69351951,78,39.27272727
270,GrowingTree,7,2,12,4,3,112,19.06713286,148,2,37,32,10,8,0,111,49,36,18.31392913,70,45
271,GrowingTree,13,1,14,0,5,94,26.33932421,100,5,53,41,11,9,0,100,60,52,22.40867601,66,40.18181818
272,GrowingTree,18,2,82,35,3,18,3.265986324,97,2,61,39,8,6,0,107,51,60,20.25925714,64,37.75
273,GrowingTree,33,2,14,3,3,58,21.68460796,82,0,89,42,9,7,0,103,57,88,37.95253696,124,89.77777778
274,GrowingTree,16,4,78,17.45709025,2,22,9,112,2,61,37,11,9,0,104,56,60,28.57959742,96,41.45454545
275,GrowingTree,23,2,14,5,3,78,18.18424226,109,2,69,42,10,8,0,100,58,68,30.83439638,102,39.8
276,GrowingTree,19,2,10,3,4,90,23.29699551,118,3,61,39,10,8,0,103,55,60,22.4,82,38.8
277,GrowingTree,11,2,114,53,1,2,0,65,1,45,33,11,9,0,108,52,44,19.2847304,82,57.09090909
278,GrowingTree,13,2,24,10,2,88,26,90,1,49,40,11,9,0,98,58,48,27.91012731,86,46.54545455
279,GrowingTree,12,2,8,2,3,108,17.66352173,129,2,45,42,6,4,0,109,51,44,14.73091986,78,51
280,GrowingTree,11,5,110,30.22581678,2,10,3,164,5,41,32,13,11,0,105,55,40,30.29089734,100,36
281,GrowingTree,26,4,80,19.59591794,3,8,0.942809042,125,3,73,36,13,11,0,100,58,72,21.25528128,74,44.46153846
282,GrowingTree,25,3,48,18.40289832,3,24,4.320493799,93,1,89,41,8,6,0,106,54,88,43.07841687,114,59.5
283,GrowingTree,9,4,118,18.29617446,1,2,0,149,3,41,34,10,8,0,109,51,40,20.09975124,84,30
284,GrowingTree,16,2,4,0,4,104,23.62202362,136,3,53,32,11,9,0,106,50,52,21.69358362,84,39.45454545
285,GrowingTree,17,2,24,4,5,76,16.76186147,127,3,61,39,11,9,0,99,57,60,26.44063989,96,36.72727273
286,GrowingTree,10,2,10,3,3,106,37.67698974,97,2,45,44,6,4,0,107,53,44,19.62990915,72,44
287,GrowingTree,17,3,14,2.494438258,4,82,16.51514456,142,2,65,37,10,8,0,106,54,64,27.33203249,94,45.6
288,GrowingTree,20,5,46,14.4,1,54,0,116,5,61,39,14,10,1,97,63,60,33.44474578,102,52.14285714
289,GrowingTree,13,2,92,16,2,28,12,132,1,41,44,8,6,0,103,57,40,24.24355584,64,40.5
290,GrowingTree,14,2,6,1,3,106,31.25522179,118,2,49,44,10,8,0,99,61,48,33.41855772,104,64
291,GrowingTree,15,2,16,0,5,92,15.56406117,155,5,53,35,9,7,0,107,49,52,27.44062052,84,36.88888889
292,GrowingTree,17,3,8,0.942809042,4,80,19.33907961,137,4,73,33,11,7,1,104,50,72,28.73187535,88,45.45454545
293,GrowingTree,13,1,18,0,4,98,32.13642793,110,4,45,36,11,9,0,105,55,44,32.84423544,104,45.27272727
294,GrowingTree,26,2,46,15,2,26,7,92,1,89,42,8,6,0,105,55,88,40.55859958,108,69
295,GrowingTree,23,3,12,1.632993162,2,60,8,101,1,89,32,9,7,0,113,47,88,43.79864139,116,66.88888889
296,GrowingTree,16,5,70,17.15808847,2,38,17,127,4,53,41,11,9,0,100,60,52,17.753128,70,36.90909091
297,GrowingTree,15,1,16,0,4,76,12.68857754,140,2,69,34,11,9,0,107,53,68,25.90637944,80,41.63636364
298,GrowingTree,20,2,4,0,7,92,13.38899944,147,6,65,35,13,11,0,102,58,64,26.1420788,72,42.76923077
299,GrowingTree,18,2,64,30,2,32,4,95,1,65,33,7,5,0,113,43,64,24.54151002,100,64
300,Kruskal,7,4,40,10.67707825,6,88,14.99629584,175,11,33,26,23,17,2,92,66,32,6.183091769,38,27.82608696
301,Kruskal,16,9,82,13.10169153,6,30,3.785938897,190,21,49,24,26,18,3,90,70,48,20.60447473,76,37.38461538
302,Kruskal,13,6,50,8.673074554,10,62,4.770744177,198,25,49,19,23,19,1,99,61,48,14.40541801,60,34.69565217
303,Kruskal,14,7,74,11.24858268,5,38,8.522910301,181,12,49,30,20,16,1,94,66,48,10.90137606,50,28.6
304,Kruskal,13,5,58,17.22324011,5,62,12.22456543,146,12,41,26,24,18,2,88,68,40,13.01894986,50,32.08333333
305,Kruskal,14,4,36,6.08276253,4,80,30.03331484,121,5,45,26,22,18,1,93,65,44,10.08886138,44,29.81818182
306,Kruskal,10,5,56,12.62378707,6,72,15.40562668,156,13,33,24,26,18,3,90,70,32,10.57293631,46,28.46153846
307,Kruskal,15,5,42,7.939773297,6,70,21.61532378,136,12,49,25,23,17,2,94,66,48,15.93037782,60,35.30434783
308,Kruskal,6,7,40,4.589250973,6,88,24.78350706,173,16,33,21,27,17,4,92,68,32,15.64875081,54,29.92592593
309,Kruskal,15,6,80,13.0979218,5,44,8.447484833,168,11,37,27,22,18,1,93,67,36,12.27542058,42,28.63636364
310,Kruskal,12,8,40,3.31662479,7,80,12.26909174,190,19,41,28,23,17,2,91,69,40,12.62817087,46,28.08695652
311,Kruskal,10,3,62,13.59738537,6,66,11.2398102,159,9,33,29,23,13,4,91,67,32,11.28292284,48,28
312,Kruskal,11,4,78,16.75559608,4,46,8.874119675,150,7,37,22,25,19,2,88,66,36,8.390470785,38,26.8
313,Kruskal,10,6,86,19.8466342,7,38,5.314592925,182,19,37,25,25,19,2,90,70,36,8.76356092,44,24
314,Kruskal,11,4,52,8.660254038,4,68,11.87434209,154,8,41,20,25,19,2,94,64,40,9.6,44,24.4
315,Kruskal,13,6,76,16.02775371,6,40,6.896053622,174,16,45,25,24,18,2,91,67,44,11.02238883,48,28.08333333
316,Kruskal,8,4,68,21.37755833,7,56,12.32882801,150,15,37,25,25,15,4,87,67,36,15.26847733,56,32.56
317,Kruskal,8,3,32,5.249338583,7,84,11.26308763,167,13,45,22,24,14,4,94,62,44,11.732848,48,31.58333333
318,Kruskal,16,7,76,14.73022715,5,36,4.118252056,164,15,49,18,30,24,2,87,73,48,14.25108183,54,37.2
319,Kruskal,13,9,66,7.363574011,5,42,10.91054536,192,20,53,24,25,15,4,92,66,52,12.48,54,27.36
320,Kruskal,10,5,52,8.13879598,5,76,15.47126368,188,13,33,25,20,16,1,99,61,32,10.90458619,42,23.7
321,Kruskal,12,5,64,13.83329317,6,60,10.26320288,168,17,37,17,27,21,2,94,66,36,13.09037909,48,28.22222222
322,Kruskal,13,5,52,12.41933976,5,72,13.23026833,183,10,37,22,25,17,3,91,65,36,11.68219158,54,29.92
323,Kruskal,18,11,56,4.378761665,6,48,9.660917831,199,25,57,27,23,17,2,91,67,56,18.72293257,66,34.86956522
324,Kruskal,12,6,42,4.725815626,5,78,19.57140772,158,11,41,21,26,14,5,92,64,40,10.32260689,40,25.53846154
325,Kruskal,12,5,44,7.110555534,3,76,22.23110933,135,7,41,29,21,17,1,90,66,40,9.920317455,42,26.66666667
326,Kruskal,14,5,68,18.26033954,5,48,9.583318841,157,12,45,27,21,15,2,91,63,44,19.78294921,64,30.66666667
327,Kruskal,8,6,96,18.86796226,4,28,7.549834435,173,13,37,20,26,18,3,91,65,36,13.52993613,50,30.69230769
328,Kruskal,11,3,48,7.483314774,3,76,16.67999467,150,5,37,30,22,16,2,90,68,36,10.71185332,44,28.72727273
329,Kruskal,10,6,56,14.68181036,4,68,10.34408043,170,14,37,22,23,15,3,98,62,36,11.17179814,46,23.13043478
330,Kruskal,11,5,50,6.693280212,6,70,8.595864639,183,16,41,17,25,19,2,97,61,40,11.24277546,46,25.2
331,Kruskal,9,6,64,12.68419839,6,60,10,167,13,37,20,28,20,3,87,69,36,9.594854063,38,26.71428571
332,Kruskal,13,7,78,21.58986913,6,42,8.774964387,155,15,41,26,24,18,2,90,68,40,14.88474237,64,37.33333333
333,Kruskal,7,6,26,2.134374746,5,94,23.54909765,177,12,41,16,25,21,1,95,61,40,20.25817366,64,34.08
334,Kruskal,8,7,60,7.613092911,5,68,13.04760514,185,17,33,20,24,20,1,95,63,32,8.844332774,36,22.66666667
335,Kruskal,11,5,94,24.08651075,6,22,2.134374746,150,13,45,16,25,17,3,97,59,44,10.45707416,44,29.36
336,Kruskal,12,7,104,15.74283122,4,12,1.732050808,161,9,45,22,25,21,1,91,67,44,11.94815467,48,33.04
337,Kruskal,15,6,54,8.22597512,6,58,8.673074554,175,15,49,24,23,19,1,93,65,48,12.33495962,54,26.60869565
338,Kruskal,7,4,46,11.0792599,9,82,16.76268637,158,19,33,22,27,17,4,91,69,32,11.08936143,44,28.37037037
339,Kruskal,7,7,94,22.41719457,3,34,13.19932658,127,15,33,25,25,17,3,88,68,32,10.70446636,42,22.88
340,Kruskal,11,6,60,11.01514109,3,64,24.51303508,151,13,37,25,22,18,1,95,65,36,16.25646724,56,33
341,Kruskal,10,5,80,18.19890107,5,40,6.57267069,165,10,41,25,22,16,2,93,63,40,10.22919174,40,25
342,Kruskal,12,8,52,5.809475019,5,68,20.33322404,166,14,41,22,25,15,4,95,65,40,14.30949335,58,31.28
343,Kruskal,14,6,96,27.76088375,5,24,2.993325909,139,11,41,25,25,15,4,92,68,40,18.61027673,64,44.24
344,Kruskal,12,3,100,23.68309289,3,20,5.249338583,123,3,41,26,22,18,1,93,65,40,12.68336582,54,31.36363636
345,Kruskal,12,3,80,33.47967875,6,40,4.5704364,139,10,41,22,24,18,2,92,64,40,14.25073098,60,36.5
346,Kruskal,9,4,26,7.794228634,7,90,17.59406208,172,13,45,20,25,23,0,90,66,44,16.96603666,58,31.44
347,Kruskal,15,3,16,4.714045208,7,100,15.65443146,149,12,45,28,22,14,3,94,66,44,20.16215258,72,33.81818182
348,Kruskal,9,5,58,14.33317829,6,70,13.38739042,171,12,33,27,23,17,2,92,68,32,11.88985366,48,26.60869565
349,Kruskal,15,6,86,17.71690969,7,22,1.456862718,168,11,53,24,23,21,0,93,67,52,15.3443154,56,27.82608696
350,Kruskal,8,8,54,8.996527108,7,70,9.44154951,201,22,37,17,26,16,4,98,62,36,10.55417133,46,23.61538462
351,Kruskal,13,6,48,12.54325848,6,72,14.23610434,161,16,41,26,26,20,2,87,73,40,10.14247615,42,28.23076923
352,Kruskal,16,5,58,14.3888846,5,58,12.98614646,142,14,45,29,20,12,3,96,62,44,13.69087287,46,27.6
353,Kruskal,10,6,88,20.3851798,5,24,2.039607805,149,9,49,21,22,20,0,95,61,48,11.59367169,48,25.63636364
354,Kruskal,7,7,72,15.61788614,5,56,9.68297475,178,13,33,20,26,20,2,92,66,32,13.93412227,54,27.61538462
355,Kruskal,8,4,36,5.385164807,4,88,25.57342371,146,9,37,25,24,16,3,93,67,36,14.61354014,48,30.33333333
356,Kruskal,5,1,4,0,7,120,24.83907389,146,8,37,16,24,18,2,96,58,36,12.43203747,54,30.33333333
357,Kruskal,11,3,52,21.68460796,7,64,9.124982527,150,9,45,23,23,15,3,96,62,44,14.46826917,58,34.86956522
358,Kruskal,11,7,54,7.886956424,7,66,9.240549502,181,18,41,22,28,24,1,86,74,40,10.67205965,42,27.5
359,Kruskal,15,5,30,6.196773354,8,78,11.80836568,181,16,53,20,28,18,4,88,68,52,16.71977932,60,35.14285714
360,Kruskal,13,7,54,9.4674523,7,62,11.20495517,185,21,45,27,23,13,4,93,65,44,13.23282851,48,28.60869565
361,Kruskal,11,7,50,6.916410535,3,66,19.25270544,146,9,45,18,28,20,3,89,67,44,13.47314032,48,30.78571429
362,Kruskal,12,7,96,26.28260851,2,24,6,137,15,41,22,25,17,3,93,65,40,12.2548929,52,36.24
363,Kruskal,10,5,68,12.09297317,5,56,10.24499878,166,11,37,16,28,18,4,94,64,36,10.09141886,46,26.85714286
364,Kruskal,9,7,106,15.33836061,4,18,2.179449472,176,16,37,18,27,17,4,95,65,36,11.48745364,50,23.03703704
365,Kruskal,12,4,40,6.480740698,7,84,16.6647618,171,13,37,17,27,19,3,95,65,36,10.85027166,46,26.44444444
366,Kruskal,15,5,38,6.37495098,2,78,29,127,5,45,36,19,9,4,92,66,44,10.37362947,44,30.42105263
367,Kruskal,8,5,66,19.45661841,5,62,15.25254077,151,11,33,13,29,19,4,95,63,32,9.82994527,44,29.31034483
368,Kruskal,12,4,10,0.866025404,8,106,17.99826381,195,15,45,23,22,16,2,97,61,44,15.56564346,52,28.27272727
369,Kruskal,8,4,86,13.95528574,6,38,6.368324392,171,13,37,16,27,17,4,92,62,36,10.0735294,36,24.07407407
370,Kruskal,10,8,52,7.399324293,5,76,17.13942823,174,16,33,23,27,15,5,90,68,32,10.20341802,40,24.96296296
371,Kruskal,9,4,84,13.89244399,5,44,10.70327053,147,10,33,23,24,16,3,90,64,32,7.571877794,32,23
372,Kruskal,12,7,86,14.90651138,4,34,3.840572874,169,14,41,27,23,19,1,90,68,40,13.73968078,48,29.2173913
373,Kruskal,8,7,40,5.062870042,4,88,28.14249456,161,12,33,18,26,20,2,94,64,32,11.54896957,44,23.92307692
374,Kruskal,11,5,44,4.308131846,6,68,15.90248059,164,12,49,13,27,19,3,98,60,48,10.31413323,50,30.37037037
375,Kruskal,7,6,54,13.89244399,5,74,16.12947612,171,15,33,25,24,18,2,89,67,32,9.201071797,40,25.08333333
376,Kruskal,21,12,74,7.186020379,6,30,3.605551275,201,23,57,25,24,16,3,93,67,56,13.89619252,58,31.75
377,Kruskal,7,6,50,8.975274679,4,78,7.794228634,177,12,33,26,23,19,1,89,67,32,9.078527399,36,24.43478261
378,Kruskal,10,4,72,15.16575089,7,52,8.797031039,171,12,37,21,24,20,1,94,64,36,12.77584526,52,27.66666667
379,Kruskal,20,6,64,9.357112565,7,36,3.83325939,187,12,61,25,23,15,3,95,65,60,19.91057513,72,41.2173913
380,Kruskal,17,9,66,7.944250192,4,50,9.937303457,181,14,45,23,26,20,2,89,69,44,13.23255802,46,29.23076923
381,Kruskal,13,7,46,5.728553616,4,70,9.20597632,171,14,45,31,20,12,3,94,64,44,11.52562363,50,33.4
382,Kruskal,18,5,48,8.428523002,7,60,10.93953698,161,14,53,24,26,22,1,87,71,52,15.38999906,58,34.61538462
383,Kruskal,7,4,40,12.72792206,8,88,15.39480432,169,15,33,15,24,18,2,101,57,32,10.48775741,40,26.91666667
384,Kruskal,10,8,40,4.242640687,5,80,19.51409747,173,17,41,17,29,19,4,91,67,40,13.20469055,52,31.65517241
385,Kruskal,14,4,38,5.722761571,7,78,14.33705062,164,12,45,27,24,16,3,90,68,44,12.26104944,52,38
386,Kruskal,5,3,14,2.494438258,5,114,31.93994364,132,7,33,19,24,20,1,97,63,32,16.50231465,62,32.91666667
387,Kruskal,10,6,28,3.399346342,7,92,17.16665016,170,14,41,22,27,17,4,90,68,40,10.80974006,46,22.96296296
388,Kruskal,14,6,32,4.988876516,7,80,12.12856302,159,13,49,26,23,15,3,94,66,48,13.94236042,54,38.95652174
389,Kruskal,7,4,28,7.549834435,9,96,9.797958971,191,18,37,21,27,21,2,90,70,36,10.73793067,44,26.74074074
390,Kruskal,12,6,64,7.180219743,8,48,7.681145748,183,17,49,24,24,18,2,93,67,48,13.15057033,50,27.25
391,Kruskal,16,4,58,14.02676014,5,58,9.414881837,153,10,45,25,22,16,2,95,63,44,19.23688777,64,33.18181818
392,Kruskal,13,4,36,4.582575695,6,84,12.4365054,176,10,41,21,25,19,2,94,66,40,10.53633712,46,29.84
393,Kruskal,9,6,72,9.237604307,7,56,9.133924208,186,16,33,16,30,18,5,92,68,32,9.00271564,40,22.13333333
394,Kruskal,19,7,90,22.59853707,7,22,1.456862718,151,18,49,25,26,16,4,89,69,48,13.48437623,50,28.69230769
395,Kruskal,12,9,42,3.651483717,7,74,14.21123442,184,21,45,21,30,18,5,86,72,44,12.92731819,46,24.86666667
396,Kruskal,8,8,40,3.16227766,6,84,19.83263304,180,16,37,20,27,17,4,92,66,36,15.88159204,54,30.81481481
397,Kruskal,12,3,66,19.86621923,7,58,8.241260058,162,11,37,19,25,21,1,94,64,36,11.44419504,44,28.48
398,Kruskal,16,9,68,7.228202652,8,44,7.123903424,208,22,49,22,24,20,1,93,65,48,15.00902506,48,31.25
