,generation algorithm,turn_num,L_num,L_size,L_size_std,R_num,R_size,R_size_std,boader_l,neighbor_sum,correct_path_len,turn_pos_num,dead_end_num,T_num,cross_num,straight_len_std,straight_num,gorl_depth,depth_std,depth_max,depth_mean
399,Kruskal,9,6,76,13.449494,8,48,8.366600265,183,17,37,19,24,18,2,97,61,36,12.17807684,50,26.16666667
400,Prims,9,9,46,3.413842555,6,74,17.22078847,192,23,41,21,25,17,3,95,65,40,8.823967362,42,23.76
401,Prims,9,5,106,25.38030733,8,18,0.661437828,154,13,37,17,30,16,6,92,68,36,8.694570464,38,24.06666667
402,Prims,10,6,54,11.53256259,8,70,11.31094603,197,18,37,15,27,21,2,96,64,36,10.2147047,44,27.25925926
403,Prims,6,5,90,15.89968553,4,38,9.836157786,164,11,33,12,29,23,2,88,64,32,9.286559656,42,24.96551724
404,Prims,4,4,60,17,3,68,27.82484901,127,5,33,13,29,19,4,95,63,32,8.804387621,42,30
405,Prims,9,6,98,27.04112095,4,26,4.55521679,141,11,37,18,27,17,4,95,65,36,9.227501092,40,26.96296296
406,Prims,6,7,64,11.55642767,6,64,14.45298893,178,17,33,18,25,21,1,95,63,32,7.811376319,32,21.68
407,Prims,6,6,72,16.89181261,5,56,14.72956211,161,13,33,13,31,21,4,92,68,32,12.57419189,44,29.22580645
408,Prims,5,6,116,34.36406392,4,12,1,125,12,33,19,26,14,5,97,63,32,9.193514565,38,25.69230769
409,Prims,6,3,48,9.933109617,7,76,9.493284415,176,13,37,14,29,19,4,95,65,36,8.914443383,44,30.34482759
410,Prims,8,6,34,6.574360974,8,94,15.69832794,182,18,33,15,32,20,5,84,70,32,9.778004653,36,23.375
411,Prims,5,9,62,7.780951733,6,66,14.2243922,187,20,33,14,32,16,7,91,67,32,9.027735043,40,26
412,Prims,6,8,74,15.42522285,6,54,9.433981132,189,19,33,14,29,13,7,97,61,32,8.524428072,34,23.24137931
413,Prims,8,5,64,9.086253353,8,64,12.9614814,178,15,33,15,33,19,6,88,72,32,7.687180604,34,21.57575758
414,Prims,9,7,48,3.522522287,7,76,9.249379461,206,18,37,18,30,20,4,88,70,36,9.14597665,38,22.46666667
415,Prims,7,4,38,5.172040216,9,90,17.35895542,184,16,33,19,29,17,5,90,68,32,11.79854684,52,28.96551724
416,Prims,8,3,70,22.23110933,7,54,9.345958419,150,16,37,10,31,25,2,92,66,36,13.82814094,56,35.48387097
417,Prims,5,8,66,15.79359047,8,62,8.742854225,188,21,33,12,31,15,7,93,63,32,8.159696389,34,22
418,Prims,8,6,38,3.901566637,8,86,17.54814805,188,19,37,14,28,22,2,95,65,36,9.846526374,42,25.21428571
419,Prims,11,5,80,25.10776772,8,48,7.681145748,168,18,33,20,31,15,7,87,71,32,13.86901712,54,31.80645161
420,Prims,8,4,14,0.866025404,8,110,12.18349293,186,16,37,17,27,21,2,91,65,36,12.13911136,44,26.44444444
421,Prims,9,10,102,19.37937047,7,18,0.903507903,172,20,41,18,29,17,5,91,67,40,11.20217407,44,26.55172414
422,Prims,12,8,48,5.916079783,9,68,10.57366867,193,26,45,17,31,19,5,88,70,44,12.46981788,50,27.29032258
423,Prims,11,4,20,3.31662479,6,104,34.28637565,121,11,37,13,32,18,6,92,68,36,8.089344844,38,21.75
424,Prims,6,6,34,3.901566637,7,94,20.04891976,171,18,33,18,29,21,3,90,70,32,7.351866467,36,22.13793103
425,Prims,5,9,98,16.65629307,7,30,3.103651569,214,24,33,11,31,17,6,96,64,32,7.247662797,34,21.29032258
426,Prims,7,6,36,7.211102551,8,92,12.19631092,195,19,33,14,28,20,3,95,63,32,7.754853648,38,21.07142857
427,Prims,9,6,44,5.617433182,7,84,11.3137085,197,15,33,14,32,22,4,88,70,32,10.09873136,44,24.875
428,Prims,6,6,110,26.3417708,5,14,0.979795897,145,12,37,18,27,19,3,94,66,36,17.95742565,62,38.44444444
429,Prims,10,8,96,16.673332,4,24,3.16227766,178,16,41,17,29,25,1,84,70,40,15.04112476,54,28.62068966
430,Prims,7,6,28,5.96284794,8,100,15.15750639,208,22,33,9,30,18,5,94,60,32,6.787242936,32,21
431,Prims,10,6,62,13.43709625,6,62,10.15983377,185,14,37,18,28,18,4,92,66,36,9.856884055,38,25.35714286
432,Prims,10,5,74,23.6507928,5,54,12.74990196,152,11,33,20,28,18,4,88,68,32,9.085759209,42,25.85714286
433,Prims,11,4,60,20.22374842,6,68,19.9888858,135,12,33,20,27,15,5,94,66,32,8.221888548,36,23.25925926
434,Prims,7,7,78,11.10249099,8,46,6.279928344,187,16,37,18,28,18,4,93,67,36,8.553254542,38,21.35714286
435,Prims,12,6,88,18.20866704,6,36,6.110100927,165,15,37,15,30,18,5,92,66,36,8.655377262,36,21.46666667
436,Prims,6,6,32,2.98142397,8,96,14.93318452,212,19,33,15,28,16,5,97,63,32,9.109313467,42,22.85714286
437,Prims,8,6,66,18.35755975,6,62,10.35481638,172,14,33,15,30,20,4,92,68,32,7.441923288,34,21.13333333
438,Prims,9,6,62,12.56538455,5,58,11.55162326,169,12,41,15,28,22,2,93,65,40,9.775803114,42,30.92857143
439,Prims,6,6,68,12.78888406,7,60,12.90467405,170,14,33,19,27,17,4,93,65,32,8.467803948,34,25.33333333
440,Prims,11,8,86,13.74545379,7,38,4.499433071,212,21,37,10,30,24,2,94,64,36,8.958174417,38,24.53333333
441,Prims,7,4,68,20.22374842,5,56,10.70327053,163,10,37,18,26,18,3,91,63,36,7.472632514,36,26.07692308
442,Prims,9,6,76,17.42284579,5,52,11.75755077,153,12,33,13,31,23,3,90,68,32,8.541019345,34,24.77419355
443,Prims,7,9,92,14.97982182,4,32,6.633249581,175,19,37,17,31,17,6,90,70,36,16.46716532,60,32.83870968
444,Prims,8,7,62,8.270922758,9,62,6.402160129,227,24,37,16,29,17,5,93,65,36,10.55330166,46,25.72413793
445,Prims,6,3,28,7.717224602,7,100,16.78191446,184,13,33,15,28,22,2,94,66,32,12.63054283,48,26.42857143
446,Prims,6,9,96,14.29840706,4,32,7.071067812,173,17,33,15,30,18,5,92,66,32,8.121302578,40,25.33333333
447,Prims,8,6,78,14.31782106,5,50,9.208691547,169,13,33,13,32,22,4,90,70,32,11.46461949,46,28.75
448,Prims,8,9,38,3.93778781,7,86,18.89606373,193,21,37,14,30,18,5,94,66,36,11.0602391,42,26.26666667
449,Prims,10,6,90,16.52271164,7,30,2.710523709,180,13,41,16,28,18,4,95,65,40,14.15079143,48,30.57142857
450,Prims,7,4,42,5.545268253,9,82,9.386094259,209,17,37,21,24,18,2,93,63,36,12.44878397,50,25.83333333
451,Prims,4,7,62,14.49560102,6,66,13.0511813,170,23,33,14,31,21,4,88,68,32,6.97848634,34,22.4516129
452,Prims,5,7,66,4.981598793,9,62,7.187094057,214,24,33,16,30,22,3,89,69,32,9.048020041,36,20
453,Prims,10,5,78,15.25254077,5,50,16,165,13,33,23,25,17,3,92,66,32,11.30408776,38,24.24
454,Prims,9,10,40,2.966479395,10,80,11.62755348,231,28,41,21,28,14,6,89,67,40,12.57548636,46,27
455,Prims,6,4,84,28.37252192,7,44,5.283783431,155,13,33,12,31,21,4,92,66,32,6.979679141,32,20.83870968
456,Prims,10,8,66,12.26529657,5,58,12.67438361,192,19,37,16,28,20,3,91,65,36,8.440669284,36,20.42857143
457,Prims,10,3,18,2.828427125,6,106,23.22115893,170,12,37,18,25,19,2,96,62,36,11.83729699,46,30.72
458,Prims,11,8,62,12.26529657,8,54,5.994789404,194,21,45,14,30,20,4,92,66,44,11.39766058,46,32.6
459,Prims,9,7,94,17.68661433,8,34,4.52078533,180,17,33,18,28,18,4,92,66,32,10.28174527,44,26
460,Prims,6,8,86,19.46631706,7,42,5.237229366,184,21,33,12,30,20,4,92,64,32,7.82275882,34,22.06666667
461,Prims,6,4,40,9.797958971,9,88,11.29186313,201,17,33,16,27,17,4,96,62,32,12.26904611,48,26.37037037
462,Prims,7,3,52,13.0979218,7,76,17.69122923,160,13,33,12,30,26,1,89,67,32,7.562774329,32,24.73333333
463,Prims,4,7,108,27.37494758,6,20,1.490711985,143,15,33,18,29,17,5,91,67,32,9.446513805,42,28.06896552
464,Prims,3,2,6,1,6,122,20.70158341,153,9,33,20,26,18,3,87,65,32,6.90981636,32,21.15384615
465,Prims,10,6,82,19.91370271,6,46,8.673074554,159,16,33,15,30,22,3,90,68,32,9.044335244,42,27
466,Prims,8,5,38,5.986651819,5,86,26.4907531,143,11,37,19,27,21,2,92,68,36,12.2354586,48,33.18518519
467,Prims,8,7,62,8.998866142,8,66,10.69754645,196,18,33,19,26,20,2,94,66,32,8.075457743,34,20.69230769
468,Prims,6,6,34,6.472162613,7,90,16.65986256,173,18,37,17,29,19,4,91,67,36,12.18330079,48,30.34482759
469,Prims,4,10,108,13.65869686,4,20,3.31662479,210,20,33,15,25,21,1,98,60,32,14.870965,56,28.88
470,Prims,5,6,110,28.57543623,3,18,4.320493799,154,12,33,25,20,12,3,96,58,32,11.48694912,42,25.5
471,Prims,6,7,76,7.623808037,8,52,11.16915395,206,21,33,16,31,21,4,88,70,32,7.995836586,32,21.74193548
472,Prims,5,4,18,3.278719262,7,110,31.17560532,137,15,33,13,28,22,2,96,64,32,7.462833078,36,21.85714286
473,Prims,5,10,46,3.104834939,5,82,24.89658611,175,16,33,17,29,17,5,93,67,32,8.255722622,34,21.65517241
474,Prims,8,6,48,11.71893055,7,80,12.77114094,183,18,33,14,30,14,7,95,63,32,10.44030651,40,25
475,Prims,6,8,34,2.727178029,9,94,19.7490428,176,25,33,17,29,15,6,94,66,32,9.903217748,36,22.82758621
476,Prims,7,5,32,7.838367177,5,96,25.72469631,143,12,33,20,27,19,3,92,68,32,8.354951383,36,24.51851852
477,Prims,7,3,34,13.19932658,6,94,20.37700229,138,10,33,21,24,10,6,97,59,32,7.815582725,36,24.5
478,Prims,4,7,94,15.77391285,4,34,7.399324293,183,15,33,21,23,13,4,97,59,32,6.998784664,36,24.86956522
479,Prims,11,6,50,10.97977939,8,74,16.21534767,195,21,37,15,27,21,2,96,64,36,18.53865572,66,35.85185185
480,Prims,6,4,8,0,8,116,22.79802623,162,16,37,13,30,18,5,94,64,36,14.61810141,54,32.66666667
481,Prims,11,4,12,1.732050808,11,104,12.90781044,185,24,45,13,31,21,4,91,67,44,13.46765501,50,29.09677419
482,Prims,8,7,68,18.09273166,6,52,13.14872195,153,21,41,14,33,23,4,86,72,40,9.15773419,42,22.12121212
483,Prims,11,8,78,12.54741009,5,42,7.310266753,170,19,41,22,27,15,5,89,67,40,10.56484322,40,26.2962963
484,Prims,6,5,54,10.47664068,10,70,8.544003745,199,23,37,17,29,23,2,89,69,36,10.87951527,42,28.34482759
485,Prims,4,7,100,26.90573112,5,28,4.45421149,155,13,33,12,30,18,5,95,63,32,10.01975826,44,27.26666667
486,Prims,8,6,40,6.699917081,9,88,16.90350245,198,26,33,15,31,25,2,88,72,32,11.934612,46,26.12903226
487,Prims,8,8,46,8.452070752,5,82,13.46996659,175,16,33,19,28,16,5,92,66,32,10.79965986,44,25.28571429
488,Prims,9,6,14,0.745355992,9,106,12.80432026,193,19,41,13,31,19,5,92,66,40,13.92024256,48,27.03225806
489,Prims,7,6,82,17.67924081,5,46,12.43221621,168,12,33,12,27,19,3,100,60,32,10.2981613,38,26.14814815
490,Prims,6,10,98,10.48618138,7,26,2.710523709,219,25,37,14,27,19,3,95,61,36,13.37770395,48,28
491,Prims,10,5,52,14.88086019,3,76,31.59465496,120,10,33,16,32,18,6,88,70,32,9.446394815,46,31.875
492,Prims,8,7,22,0.989743319,7,98,19.91410125,176,14,41,13,30,22,3,92,66,40,13.37144553,50,29.93333333
493,Prims,9,8,108,16.39359631,4,16,1.414213562,181,12,37,23,27,17,4,89,69,36,10.64246225,48,27.18518519
494,Prims,4,5,104,15.82908715,4,24,2.449489743,174,11,33,14,29,21,3,93,65,32,11.44287367,44,27.51724138
495,Prims,11,7,106,19.08947782,6,18,1.527525232,183,14,37,17,28,20,3,92,66,36,8.589267152,36,20.71428571
496,Prims,14,7,48,11.10249099,8,68,13.55544171,191,17,45,20,29,19,4,88,70,44,16.7041829,60,37.93103448
497,Prims,11,5,50,5.215361924,4,66,12.99038106,158,9,45,22,26,18,3,87,67,44,9.166442529,46,32.76923077
498,Prims,6,5,50,13.08434179,8,78,16.01366604,179,18,33,10,31,19,5,95,63,32,7.40840707,32,21.22580645
499,Prims,16,7,40,8.310308327,5,80,23.18620279,161,17,41,14,29,21,3,91,65,40,9.13474245,40,23.93103448
500,Sidewinder,8,4,36,12.12435565,6,92,18.92675942,162,9,33,19,24,18,2,97,61,32,8.41955396,38,24.33333333
501,Sidewinder,8,5,16,1.6,7,108,21.58608773,153,15,37,14,26,18,3,99,59,36,10.29534277,44,23.92307692
502,Sidewinder,7,1,4,0,10,116,12.25724276,184,16,41,18,23,15,3,99,57,40,13.48022426,54,26.60869565
503,Sidewinder,5,2,56,26,9,72,6.992058988,172,17,33,22,24,20,1,94,66,32,8.704644354,34,20.25
504,Sidewinder,5,0,0,0,7,124,36.10189661,97,12,37,18,24,16,3,95,59,36,8.975274679,36,22.66666667
505,Sidewinder,5,3,26,6.599663291,7,102,10.78169272,199,12,33,17,23,17,2,102,58,32,8.150753499,36,22
506,Sidewinder,9,5,14,1.6,6,106,14.20876099,165,10,41,19,23,15,3,100,58,40,13.32507621,48,30.08695652
507,Sidewinder,9,1,6,0,10,118,20.88923168,179,17,37,18,25,19,2,96,62,36,12.33298018,48,27.76
508,Sidewinder,6,3,78,22.86190427,4,50,14.79019946,152,6,33,22,22,18,1,95,61,32,6.285888696,32,21.18181818
509,Sidewinder,5,2,12,2,7,116,21.0228253,154,12,33,19,23,21,0,91,61,32,8.63194051,40,20.52173913
510,Sidewinder,5,2,8,0,3,120,25.66450207,148,3,33,19,20,16,1,96,54,32,11.28538878,42,25.2
511,Sidewinder,7,1,4,0,7,120,20.02447482,150,8,37,25,19,17,0,100,60,36,12.91780965,44,24.84210526
512,Sidewinder,6,2,6,1,5,110,21.61480974,148,7,45,27,20,16,1,92,62,44,10.34359705,44,23.9
513,Sidewinder,1,0,0,0,7,128,30.20744603,127,7,33,21,23,17,2,98,62,32,12.05218646,44,30.69565217
514,Sidewinder,8,5,20,2.19089023,7,104,17.36522446,172,15,37,19,26,24,0,91,67,36,11.75715821,42,25
515,Sidewinder,12,7,46,7.613092911,7,70,15.08073511,183,18,45,19,23,17,2,99,59,44,13.83018807,52,28.17391304
516,Sidewinder,6,2,10,3,4,114,26.73480877,117,3,37,16,27,23,1,93,65,36,9.511526471,40,27.11111111
517,Sidewinder,9,1,2,0,9,114,19.2296068,158,12,45,23,23,19,1,94,64,44,14.65726914,48,28.34782609
518,Sidewinder,10,5,64,20.61455796,7,56,5.345224838,168,14,41,12,26,22,1,97,59,40,10.73428396,40,23.92307692
519,Sidewinder,11,2,50,23,8,78,18.26027108,142,13,33,18,25,21,1,95,63,32,8.471694045,32,21.52
520,Sidewinder,8,2,32,14,4,92,13.74772708,160,6,37,21,21,15,2,101,57,36,8.329931278,36,22.57142857
521,Sidewinder,5,1,6,0,5,122,40.81960313,102,6,33,17,20,18,0,106,54,32,8.170679286,36,23.8
522,Sidewinder,12,5,40,7.375635566,7,80,19.90590108,164,14,41,19,24,20,1,96,62,40,9.537935952,40,24.16666667
523,Sidewinder,3,1,2,0,7,126,27.40177262,132,11,33,19,25,19,2,96,64,32,9.24891345,34,19.76
524,Sidewinder,7,3,10,0.942809042,6,110,21.14762923,140,8,41,26,21,13,3,97,61,40,8.89342288,40,28.95238095
525,Sidewinder,13,2,42,19,7,78,10.2459549,163,9,41,25,24,16,3,90,66,40,11.18002932,40,23.58333333
526,Sidewinder,7,4,18,3.278719262,5,102,33.83252873,123,11,41,15,28,16,5,96,62,40,8.312763729,40,21.42857143
527,Sidewinder,8,3,14,1.885618083,7,106,24.23355744,143,11,41,18,25,23,0,94,64,40,10.94977625,40,25.68
528,Sidewinder,10,4,12,1.732050808,9,104,14.10367258,182,17,45,17,25,23,0,93,63,44,11.08512517,44,24.4
529,Sidewinder,10,2,36,16,6,88,16.43843734,165,8,37,16,19,17,0,108,50,36,8.182137155,36,22
530,Sidewinder,7,2,8,2,6,116,31.78399318,132,8,37,19,21,15,2,101,55,36,12.90748522,52,32.66666667
531,Sidewinder,8,4,46,7.921489759,7,78,12.68777332,200,15,37,17,22,18,1,100,56,36,8.902130862,36,22.45454545
532,Sidewinder,7,4,10,0.866025404,9,110,16.50439522,157,18,41,18,24,18,2,96,60,40,13.09977735,48,26.75
533,Sidewinder,4,2,4,0,9,120,21.14500204,149,17,37,15,28,20,3,94,64,36,10.64932689,44,22.14285714
534,Sidewinder,7,3,10,1.885618083,7,114,13.45589924,186,13,37,24,20,16,1,93,59,36,11.88107739,46,24.2
535,Sidewinder,7,5,30,8,9,90,11.35292424,194,19,41,13,23,17,2,106,54,40,9.846458298,44,24.7826087
536,Sidewinder,11,1,2,0,9,114,15.52059564,148,12,45,28,22,14,3,93,65,44,13.87905253,48,30.90909091
537,Sidewinder,3,4,14,1.658312395,7,114,19.55004045,159,12,33,18,24,16,3,99,59,32,9.219544457,40,24
538,Sidewinder,7,4,34,6.538348415,7,90,22.67426843,152,17,37,22,23,17,2,94,62,36,9.719701116,36,22.69565217
539,Sidewinder,16,3,22,4.988876516,5,86,8.352245207,176,10,53,23,18,16,0,103,55,52,16.61324773,56,28.66666667
540,Sidewinder,9,5,34,7.756287772,10,90,11.07248843,219,21,37,14,21,17,1,108,52,36,7.822289218,40,22.95238095
541,Sidewinder,7,3,18,3.265986324,6,106,16.14173335,169,10,37,21,24,18,2,95,63,36,9.981928115,38,23.16666667
542,Sidewinder,9,2,16,6,7,108,14.56862718,187,10,37,19,20,16,1,105,55,36,9.131812525,38,22.1
543,Sidewinder,13,2,36,14,8,88,8.774964387,183,14,37,19,23,17,2,99,59,36,9.472275733,48,25.56521739
544,Sidewinder,3,1,4,0,5,124,42.62581378,97,8,33,15,25,15,4,91,57,32,9.050966799,40,21.6
545,Sidewinder,5,0,0,0,8,124,21.34830204,135,12,37,17,21,15,2,106,54,36,9.820151432,38,24.57142857
546,Sidewinder,3,2,4,0,5,124,26.4907531,131,6,33,19,24,16,3,98,60,32,10.43997393,44,24.91666667
547,Sidewinder,5,0,0,0,6,124,35.64017708,107,9,37,21,19,13,2,99,53,36,8.81323608,36,23.89473684
548,Sidewinder,1,0,0,0,6,128,29.08989897,142,6,33,17,22,16,2,101,55,32,12.32782246,48,24.45454545
549,Sidewinder,9,2,40,14,6,88,21.59217965,148,8,33,25,24,22,0,89,69,32,8.245790172,38,24.91666667
550,Sidewinder,10,6,16,1.490711985,7,100,22.96403577,166,18,45,19,24,18,2,97,61,44,10.5115677,46,27.91666667
551,Sidewinder,7,2,10,3,6,106,21.58445943,170,10,45,20,20,18,0,98,56,44,14.50517149,54,32
552,Sidewinder,8,3,100,30.86889841,6,24,3.055050463,137,11,37,20,20,14,2,100,54,36,9.262289134,38,22.1
553,Sidewinder,8,5,36,6.76461381,8,88,10.53565375,192,20,37,17,26,22,1,94,64,36,10.83714847,40,24.30769231
554,Sidewinder,8,2,16,0,8,104,21.86321111,154,13,41,22,21,19,0,98,60,40,11.31210497,40,26.47619048
555,Sidewinder,9,1,24,0,6,100,21.68460796,143,7,37,23,17,13,1,106,52,36,10.02419219,38,23.52941176
556,Sidewinder,3,1,8,0,7,120,21.51032026,151,8,33,20,23,17,2,98,60,32,8.172062695,36,26
557,Sidewinder,11,1,2,0,4,118,20.70627924,128,3,41,23,23,15,3,92,62,40,11.78381191,44,22.52173913
558,Sidewinder,7,2,12,4,8,112,14.14213562,179,11,37,19,25,21,1,94,64,36,11.87023167,50,26.24
559,Sidewinder,13,3,64,24.5673677,8,60,5.074445783,163,13,37,20,21,17,1,101,57,36,9.281684107,38,23.42857143
560,Sidewinder,3,1,2,0,6,126,15.22060008,185,7,33,17,23,15,3,100,56,32,11.57208034,44,26
561,Sidewinder,5,1,14,0,8,114,17.98436821,168,12,33,19,22,16,2,102,58,32,10.2388823,40,22.27272727
562,Sidewinder,12,5,44,9.431860898,9,68,5.946261405,197,17,49,21,22,18,1,96,60,48,12.2322565,48,29.90909091
563,Sidewinder,7,4,36,6.557438524,7,84,12.9614814,175,14,41,17,25,19,2,95,61,40,10.5418025,40,23.52
564,Sidewinder,11,2,12,2,5,108,13.41044369,149,8,41,21,23,21,0,93,63,40,13.6651835,48,27.04347826
565,Sidewinder,4,0,0,0,5,124,40.66644809,96,5,37,21,19,15,1,104,54,36,12.46824221,48,32.73684211
566,Sidewinder,7,2,4,0,7,120,29.0980047,134,13,37,17,26,20,2,96,64,36,8.57683684,40,22.76923077
567,Sidewinder,9,3,10,1.885618083,6,114,15,177,10,37,22,19,17,0,103,57,36,11.57799039,42,23.05263158
568,Sidewinder,7,3,18,4.320493799,6,110,20.79796999,172,12,33,19,21,15,2,97,55,32,10.73447833,42,24.0952381
569,Sidewinder,8,2,12,0,7,112,15.41798579,169,11,37,20,22,16,2,100,58,36,9.489446073,42,23.63636364
570,Sidewinder,10,5,30,3.577708764,4,90,20.31624965,160,9,41,16,22,18,1,101,55,40,9.335350038,40,21.18181818
571,Sidewinder,7,2,60,28,8,68,7.921489759,164,12,33,15,25,17,3,98,58,32,6.917109223,34,22.56
572,Sidewinder,7,1,2,0,5,122,26.08907817,123,5,37,19,21,19,0,102,58,36,11.89370915,46,27.33333333
573,Sidewinder,7,2,40,14,8,88,10.77032961,189,14,33,22,18,14,1,103,53,32,8.279082671,32,20.88888889
574,Sidewinder,1,0,0,0,8,128,25.19920634,144,12,33,13,23,19,1,102,54,32,8.586268547,32,19.56521739
575,Sidewinder,7,2,6,1,7,118,17.29928629,149,12,37,20,24,20,1,95,63,36,14.0118997,52,29
576,Sidewinder,3,2,50,9,6,78,6.608075867,174,8,33,18,19,17,0,102,52,32,7.202646482,32,21.26315789
577,Sidewinder,9,3,14,2.494438258,9,110,20.1206239,171,15,37,20,25,17,3,93,63,36,8.550649098,38,21.92
578,Sidewinder,7,1,6,0,8,114,21.52759857,149,10,41,23,21,19,0,98,62,40,15.45030803,54,31.61904762
579,Sidewinder,9,6,28,2.748737084,9,88,12.76956258,176,21,45,17,27,19,3,94,64,44,12.57864151,44,27.33333333
580,Sidewinder,14,5,30,5.215361924,9,86,15.19584089,186,24,45,19,23,17,2,97,59,44,9.133332873,44,25.13043478
581,Sidewinder,3,5,14,0.979795897,8,114,18.28763243,179,15,33,17,26,16,4,98,62,32,6.585352223,34,20.69230769
582,Sidewinder,15,6,38,8.825468197,8,70,13.45130105,152,16,53,21,24,18,2,95,63,52,14.60950033,52,28.25
583,Sidewinder,7,2,16,0,10,100,18.71897433,162,16,45,22,21,15,2,100,58,44,11.26147689,44,27.52380952
584,Sidewinder,11,3,10,0.942809042,8,110,23.13952247,135,13,41,25,24,20,1,90,68,40,9.873857177,40,23.41666667
585,Sidewinder,15,3,34,6.599663291,7,86,10.92460245,183,14,41,24,21,17,1,98,62,40,10.7724348,42,24.95238095
586,Sidewinder,6,3,54,13.95229969,6,70,7.340905182,174,10,37,14,23,17,2,98,54,36,8.89425379,36,23.39130435
587,Sidewinder,9,4,42,11.52171862,8,86,16.7014221,169,14,33,21,25,17,3,95,65,32,8.914168497,38,22.24
588,Sidewinder,7,1,4,0,7,112,17.36992475,150,9,45,17,25,21,1,94,62,44,10.85880288,44,25.92
589,Sidewinder,7,2,18,5,6,106,26.51833747,132,8,37,20,20,14,2,105,55,36,9.099450533,42,22
590,Sidewinder,7,2,14,1,8,110,18.47802749,166,13,37,17,25,19,2,98,62,36,11.79722001,42,24.16
591,Sidewinder,7,3,6,0,8,114,15.73014622,188,15,41,20,20,18,0,103,57,40,13.83148582,50,29.3
592,Sidewinder,1,0,0,0,9,128,24.35742085,162,13,33,14,25,21,1,100,60,32,10.51140333,40,22.48
593,Sidewinder,5,3,12,1.632993162,8,112,17.23368794,167,13,37,25,20,14,2,100,60,36,9.065870063,42,24.1
594,Sidewinder,9,2,14,3,9,102,17.15290711,164,13,45,23,23,19,1,94,64,44,10.17502781,44,24.34782609
595,Sidewinder,9,3,10,0.942809042,8,110,18.50506687,158,17,41,24,26,18,3,89,69,40,10.74282477,42,21.23076923
596,Sidewinder,1,0,0,0,7,128,25.51030204,141,12,33,19,23,19,1,94,60,32,7.860792612,32,22.34782609
597,Sidewinder,10,2,78,37,8,42,2.989565186,138,10,41,20,21,19,0,101,59,40,10.9825671,42,23.04761905
598,Sidewinder,3,1,6,0,6,122,19.6440548,147,8,33,12,22,20,0,102,52,32,9.0731645,38,25.36363636
599,Sidewinder,9,2,8,2,7,112,15.41798579,171,12,41,23,19,15,1,103,57,40,9.407959146,46,22.73684211
